mus मुस
sitaare	सितारे
jhuulenge	झूलेंगे
jhuulengi	झूलेंगी
the	थे
bhuulega	भूलेगा
swayamvar	स्वयम्वर
thi	थि
sitaaro	सितारों
saheliya	सहेलियाँ
kaiso	कैसो
lado	लड़ो
kaisi	किसी
tha	थ
sitaara	सितारा
kaise	किसी
widhaataa	विधाता
kaisa	कैसा
gahoon	गहूँ
saheliyo	सहेलियों
nibhai	निभाई
subahen	सुबहें
jaaida	जाईदा
nibhaa	निभा
laharaayega	लहरायेगा
laharaayegi	लहरायेगी
maraasim	मरासिम
chahato	चाहतों
manabhaawan	मनभावन
chukuma	चुकुमा
matvaale	मतवाले
matvaala	मतवाला
hatakar	हटकर
chahata	चाहता
chahate	चाहते
matvaali	मतवाली
prakrutik	प्राकृतिक
apraadh	अपराध
aamanate	अमानतें
sandeshaa	संदेशा
chahati	चाहती
dilaaun	दिलाऊं
harataa	हरता
saaqia	साक़िया
badsurat	बदसूरत
safaltayein	सफलताएँ
truck	ट्रक
saaqii	साक़ी
gree	ग्री
paudwal	पौडवाल
gren	ग्रें
aahaten	आहटें
veeraanon	वीरानों
laharaayein	लहराएं
grem	ग्रें
parishaan	परीशाँ
bedardon	बेदर्दों
nanandiya	ननन्दिया
kaabil	काबिल
rajni	रजनी
dvaar	द्वार
chahara	चहरा
kaarava	कारवाँ
legend	लेजेन्ड**
maatre	मात्रे
nachaana	नचाना
kahaanii	कहानी
bajii	बजी
chahare	चहरे
tikana	ठिकाना
pahechaan	पहचान
qaayade	क़ायदे
dilaasa	दिलासा
shaayar	शायर
dikhaayaa	दिखाया
infected	इंफेक्टेड**
qaayada	क़ायदा
upay	उपाय
dilaase	दिलासे
upar	ऊपर
shaayad	शायद
thukraaoon	ठुकराऊँ
mahaara	महारा
dilaara	दिलारा
khumhar	खुमार
khvab	ख्वाब
nachaati	नचाती
chaanjara	छांजरा
nachaata	नचाता
vishvaas	विश्वास
Endaur	इंदौर
gaauun	गाऊँ
badhaye	बढ़ाये
badhayi	बधाई
graa	ग्रा
rajsv	राजस्व
lehraayen	लहराए
misaal	मिसाल
khumar	ख़ुमार
gran	ग्रं
milajul	मिलजुल
vijeta	विजेता
moorat	मूरत
gram	ग्रं
bairagi	बैरागी
tension	टेंशन**
grai	ग्रै
andrew	एन्ड्र्यू
bichhaayaa	बिछाया
binaayi	बीनाई
puurwaj	पूर्वज
pahanaayenge	पहनायेंगे
halaahal	हलाहल
tareefein	तारीफ़ें
madahoshi	मदहोशी
chahane	चाहने
tabase	तबसे
peace	पीस**
gaye	गए
mahsus	महसूस
bajne	बजने
Zinda	जिन्दा
tanhaaiyan	तनहाइयाँ
puliyaa	पुलिया
bichhaayen	बिछाएं
sakengi	सकेंगी
bedardii	बेदर्दी
murajhaae	मुरझाए
sakenge	सकेंगे
murajhaai	मुरझाई
saaiyad	सैयाद
village	विलेज**
rangaruut	रंगरूट
karoron	करोड़ो
khulul	खुलुल
dikhaayen	दिखाएं
badhati	बढ़ती
svaagat	स्वागत
bajon	बाजुओं
tujhase	तुझसे
aastaane	आस्ताने
pahanaataa	पहनाता
tujhasa	तुझसा
dilaane	दिलाने
badhate	बढ़ते
upor	उपोर
daftar	दफ़्तर
lahuluhaan	लहुलुहान
badhata	बढ़ता
khulti	खुलती
naujavaan	नौजवान
wiraanaa	वीराना
bartar	बर्तर
khulte	खुलते
chahake	चहके
abdul	अब्दुल
shiddat	शिद्दत
khulta	खुलता
decision	डिसीजन**
ambuwaa	अम्बुवा
lafadon	लफ़ड़ों
aayiye	आईये
sakalam	सकलम
maatha	माथा
muskurayega	मुस्कुराएगा
bartan	बर्तन
maathe	माथे
lahara	लहरा
biskut	बिस्कुट
rhaston	रास्तों
lahari	लहरी
lahare	लहरे
baalamaa	बलमा
rachaayaa	रचाया
dilaake	दिलाके
laharo	लहरो
kaarana	कारण
chamakaaye	चमकाये
maatii	माटी
sanbhalaa	संभला
dilipakumaaram	दिलीपकुमारम
chamakaayi	चमकाई
taqdiron	तक़्दीरों
jogila	जोगिला
neetiya	नीतियाँ
kayin	कई
lahake	लहके
sehmey	सहमें
pashchhim	पश्छिम
tujhape	तुझपे
lahaki	लहकी
apanaataa	अपनाता
muskurayein	मुस्कुराये
khusabu	खुसबू
faislaa	फ़ैसला
companiya	कम्पनियाँ
dikhaayii	दिखाई
upja	उप्जा
suhaagana	सुहागन
dutkaar	दुत्कार
pehachaane	पहचाने
pehachaani	पहचानी
darawaajaa	दरवाज़ा
aahaton	आहटों
bajta	बजता
pehachaanu	पहचानूं
tabiiyat	तबीयत
maulaah	मौलाह
dawab	दवाब
dawaa	दवा
chadaane	चढ़ाने
dawai	दवाई
zyada	ज्यादा
premiyon	प्रेमियों
muskuraahat	मुस्कुराहट
bajti	बजती
chamakaati	चमकाती
grin	ग्रिं
grim	ग्रिं
khaaen	खाएं
sirect	डायरेक्ट
galavaa	गलवा
saanpon	साँपों
kahaanee	कहानी
samjhte	समझते
companiyo	कम्पनियों
bajuu	बजू
ghabraiye	घबराइये
rajiv	राजीव
leloon	लेलूँ
ghanshaam	घनश्याम
bichhaayii	बिछायी
hulla	हुल्ला
awwalapana	अव्वलपना
nirdharan	निर्धारण
hulle	हुल्ले
galiyan	गलियां
sandhya	संध्या
hurery	हुरेर्
galiyaa	गलियां
sajaayuungi	सजाऊँगी
fiqrase	फ़िक़्रसे
samarthan	समर्थन
vechaare	वेचारे
lutaati	लुटाती
zanjiiron	ज़ंजीरों
nisadina	निसदिन
byathak	बैठक
chauraahe	चौराहे
lutaata	लुटाता
wafayein	वफ़ाएं
lutaate	लुटाते
tujhako	तुझको
khulne	खुलने
basaayuungi	बसाऊँगी
badhake	बढ़के
angaron	अंगारों
karmon	कर्म
kayaa	कया
bhuuluungaa	भूलूँगा
gaavat	गावत
shukriya	शुक्रिया
jaavunga	जाऊँगा
kayal	ख़याल
badhane	बढ़ने
akasar	अकसर
life	लाईफ**
badhana	बढ़ाना
tappaa	टप्पा
likhoon	लिखूं
tujhame	तुझमे
khulke	खुले
diwaare	दीवारें
paandoba	पांडोबा
waalee	वाली
khevanahaar	खेवनहार
piroye	पिरोये
adhinaayak	अधिनायक
works	वर्क्स**
saragam	सरगम
gulazaaron	गुलज़ारों
khulla	खुल्ला
kalleyaan	कल्लेयाँ
taraasha	तराशा
jhulaaungi	झुलाऊँगी
taraashe	तराशे
worli	वर्ली
lutaaun	लुटाऊं
taraashi	तराशि
lutaaya	लुटाया
deree	देरी
boluungi	बोलूंगी
lutaaye	लुटाए
chubho	चुभो
rishvat	रिश्वत
bolanaa	बोलना
mayoori	मयूरी
jaaiye	जाइये
piroya	पिरोया
diwaala	दिवाला
chubha	चुभा
sanyukta	संयुक्त
bandhake	बाँधके
chadaaye	चढ़ाए
nakharevaalii	नखरेवाली
boluunga	बोलूँगा
chubhe	चुभे
chhalakaayaa	छलकाया
diwaali	दिवाली
beetiin	बीतीं
shanti	शांति
guftaar	ग़ुफ़्तार
bidhaata	बिधाता
sanyukth	संयुक्त
shaayri	शायरी
baiya	बैंया
vilaason	विलासों
nikaaluun	निकालूँ
antaral	अंतराल
sheraawaali	शेरावाली
hattke	हटके
wiraanon	वीरानों
darmiya	दरमियाँ
talism	तलिस्म
supane	सुपने
pehnaayunga	पहनायूंगा
khxaan	खान
rakhkar	रखकर
baansariwaala	बाँसरीवाला
tanhaaiyon	तन्हाइयों
takaraayin	टकराईं
diwaana	दीवाना
pahachaanuun	पहचानूँ
waalaa	वाला
diwaani	दीवानी
rajan	राजन
diwaane	दीवाने
waalah	वाला
khwahish	ख्वाहिश
chilman	चिलमन
tanhaayiyon	तन्हाइयों
Geeta	गीता
suhaanii	सुहानी
tabaan	तबान
sabhiikaa	सभीका
jhoomane	झूमने
badalatii	बदलती
bachchon	बच्चों
dehlaa	दहला
vidyaadaayinii	विद्यादायिनी
avsar	अवसर
tabaah	तबाह
gairvajpayein	गैर
jhaanko	झाँको
banjaaron	बंजारों
doolha	दूल्हा
lila	लीला
chubte	चुभते
shiqaayat	शिक़ायत
doolhe	दूल्हे
baaziyaa	बाजियाँ
lile	लिले
pirota	पिरोता
jhaanki	झाँकी
baaziyan	बाजियाँ
khulen	खुलें
jhaanke	झांके
hakkaa	हक्का
piroti	पिरोती
jhaanka	झांका
tabahi	तबाही
chinmay	चिन्मय
likh	लिख
ekaiyon	इकाइयों
bachchaa	बच्चा
taqadeeren	तक़दीरें
like	लीके
jhaanjh	झाँझ
raahein	राहें
lijo	लीजो
saaree	सारे
bachchan	बच्चन
dilabarajaaniyaan	दिलबरजानियां
chitram	चित्रम
kohare	कोहरे
lino	लीनो
barson	बरसों
barsoh	बरसो
ratoon	रातों
bajaa	बजा
line	लाइन**
lutaani	लुटानी
ling	लिंग
lutaane	लुटाने
lina	लीना
tarsaa	तरसा
kaamoshiyon	ख़ामोशियों
bajai	बजाई
laajon	लाजों
jhagadkar	झगड़कर
zanjiiren	ज़ंजीरें
bajao	बजाओ
kanakhiyon	कनखियों
kohara	कोहरा
bajar	बाजार
jhalak	झलक
aavajme	आवाजमे
dhadakaane	धड़काने
suhaanee	सुहानी
dhadakaana	धड़काना
lutaana	लुटाना
lily	लिली
guftagu	गुफ्तगू
hukum	हुकुम
lilo	लिलो
nariyal	नारियल
boojhe	बूझे
nariyad	नारियद
motiyaa	मोतिया
khulii	खुली
jhoomata	झूमता
jagamagaake	जगमगाके
tabala	तबला
motiyan	मोतियन
tabale	तबले
shanka	शंका
khulin	खुलीं
saaras	सारस
ahsaan	एहसान
ranjishon	रंजिशों
todega	तोड़ेगा
ahsaas	एहसास
aayina	आईना
gaavan	गावन
foolengee	फूलेंगी
tarsha	तरशा
todegi	तोड़ेगी
bujhaayein	बुझाएँ
jhoomate	झूमते
dekhanewaale	देखनेवाले
jhoomati	झूमती
saaraa	सारा
nihore	निहोरे
raaheen	राहीं
tabake	तबके
lafadaa	लफ़ड़ा
sevaayein	सेवाएँ
bajee	बजे
batashe	बताशे
lije	लीजे
saasein	सासें
nibhaaoonga	निभाऊंगा
matvaari	मतवारी
todein	तोड़ें
badhaao	बढ़ाओ
khubsoorat	खूबसूरत
matvaare	मतवारे
pirona	पिरोना
nibhaaoongi	निभाऊंगी
matvaara	मतवारा
badhaai	बधाई
nainnon	नैंनों
aaitbaar	आइतबार
jogiya	जिया
suhaanaa	सुहाना
vafaadaar	वफ़ादार
jeeivan	जीवन
nirmama	निर्मम
subahon	सुबहों
badalataa	बदलता
rehkar	रहकर
baghon	बागों
nirmala	निर्मला
eeqaraar	ईक़रार
dilavaale	दिलवाले
dilavaala	दिलवाला
Gaav	गाँव
freedom	फ्रीडम**
raajadhaani	राजधानी
dilavaali	दिलवाली
nakharewali	नखरेवाली
gawaah	गवाह
payambar	पयम्बर
aaitabaar	आइतबार
hamsafar	हमसफ़र
saverey	सवेरे
belariya	बेलरिया
matakiyaan	मटकियाँ
jazbaat	जज़बात
manabhaavan	मनभावन
khwab	ख्वाब
teamon	टीमों**
farmaaen	फ़रमायें
bhejaa	भेजा
maasom	मासूम
fiqar	फ़िक़र
toliyaa	तोलिया
shikawe	शिकवे
bakki	बाकी
shikawa	शिकवा
honevaale	होनेवाले
aatankvadiyon	आतंकवादियों
toliyan	टोलियाँ
bakka	बक्का
naarii	नारी
barsii	बरसी
kudaaraa	ख़ुदारा
rasavant	रसवन्त
nigahoo	निगाहों
rakhuungaa	रखूँगा
nigahon	निगाहों
naarin	नारिन
shikave	शिकवे
vigyan	विज्ञान
karnaa	करना
karnal	कर्नल
